,Country Code,Year,TotalXpd,Country Name,Region,PCAPXpd,IncomeGroup,Mortality
1447,NER,2010,6.36161217,Niger,Sub-Saharan Africa,22.33,Low income,123.3
1448,NGA,2010,3.47052573,Nigeria,Sub-Saharan Africa,80.34,Lower middle income,129.6
1449,NIC,2010,6.57853535,Nicaragua,Latin America & Caribbean,100.22,Lower middle income,24.6
1450,NLD,2010,10.47572212,Netherlands,Europe & Central Asia,5286.47,High income,4.5
1451,NOR,2010,9.2556665,Norway,Europe & Central Asia,8164.47,High income,3.2
1452,NPL,2010,6.43130604,Nepal,South Asia,38.96,Low income,47.0
1453,NRU,2010,9.10349444,Nauru,East Asia & Pacific,567.5,Upper middle income,39.4
1454,NZL,2010,11.1979699,New Zealand,East Asia & Pacific,3742.56,High income,6.2
1455,OMN,2010,2.74408324,Oman,Middle East & North Africa,546.64,High income,11.7
1456,PAK,2010,3.01609686,Pakistan,South Asia,30.95,Lower middle income,92.1
1457,PAN,2010,8.04716512,Panama,Latin America & Caribbean,640.44,Upper middle income,19.7
1458,PER,2010,5.03167838,Peru,Latin America & Caribbean,254.48,Upper middle income,20.3
1459,PHL,2010,4.37397274,Philippines,East Asia & Pacific,93.83,Lower middle income,31.9
1460,PLW,2010,10.6424429,Palau,East Asia & Pacific,1024.21,High income,19.3
1461,PNG,2010,4.17576533,Papua New Guinea,East Asia & Pacific,59.25,Lower middle income,65.2
1462,POL,2010,6.88449165,Poland,Europe & Central Asia,867.75,High income,6.0
1463,PRT,2010,10.43672755,Portugal,Europe & Central Asia,2352.32,High income,3.9
1464,PRY,2010,9.10170096,Paraguay,Latin America & Caribbean,293.83,Upper middle income,24.1
1465,QAT,2010,2.09267664,Qatar,Middle East & North Africa,1483.09,High income,9.0
1466,ROU,2010,5.83283431,Romania,Europe & Central Asia,482.95,Upper middle income,11.5
1467,RUS,2010,6.83091103,Russian Federation,Europe & Central Asia,727.37,Upper middle income,10.0
1468,RWA,2010,7.90988034,Rwanda,Sub-Saharan Africa,43.79,Low income,63.6
1469,SAU,2010,3.49296819,Saudi Arabia,Middle East & North Africa,655.07,High income,15.7
1470,SDN,2010,7.96507777,Sudan,Sub-Saharan Africa,118.97,Lower middle income,76.7
1471,SEN,2010,4.62149151,Senegal,Sub-Saharan Africa,46.13,Low income,66.8
1472,SGP,2010,3.95624757,Singapore,East Asia & Pacific,1841.59,High income,2.8
1473,SLB,2010,7.46783612,Solomon Islands,East Asia & Pacific,95.32,Lower middle income,28.1
1474,SLE,2010,10.31962615,Sierra Leone,Sub-Saharan Africa,46.06,Low income,159.7
1475,SLV,2010,6.912477,El Salvador,Latin America & Caribbean,245.19,Lower middle income,19.2
1476,SMR,2010,5.01688731,San Marino,Europe & Central Asia,3500.63,High income,3.4
1477,SRB,2010,10.08880983,Serbia,Europe & Central Asia,541.02,Upper middle income,7.6
1478,STP,2010,5.24180131,Sao Tome and Principe,Sub-Saharan Africa,66.5,Lower middle income,45.4
1479,SUR,2010,5.80511399,Suriname,Latin America & Caribbean,489.42,Upper middle income,24.1
1480,SVK,2010,8.50861648,Slovak Republic,Europe & Central Asia,1377.73,High income,7.0
1481,SVN,2010,9.06859821,Slovenia,Europe & Central Asia,2083.06,High income,3.2
1482,SWE,2010,9.46876598,Sweden,Europe & Central Asia,4694.46,High income,3.0
1483,SWZ,2010,8.46995395,Swaziland,Sub-Saharan Africa,250.43,Lower middle income,97.4
1484,SYC,2010,3.59400354,Seychelles,Sub-Saharan Africa,374.52,High income,14.4
1485,SYR,2010,3.27644738,Syrian Arab Republic,Middle East & North Africa,95.14,Lower middle income,16.3
1486,TCD,2010,2.94877337,Chad,Sub-Saharan Africa,26.42,Low income,149.7
1487,TGO,2010,5.36773553,Togo,Sub-Saharan Africa,26.65,Low income,90.3
1488,THA,2010,3.8090963710000003,Thailand,East Asia & Pacific,182.14,Upper middle income,14.9
1489,TJK,2010,6.04279741,Tajikistan,Europe & Central Asia,44.96,Lower middle income,52.4
1490,TKM,2010,1.98723852,Turkmenistan,Europe & Central Asia,87.29,Upper middle income,62.0
1491,TLS,2010,0.92235429,Timor-Leste,East Asia & Pacific,36.78,Lower middle income,62.6
1492,TON,2010,4.59400374,Tonga,East Asia & Pacific,163.44,Upper middle income,17.4
1493,TTO,2010,5.28531009,Trinidad and Tobago,Latin America & Caribbean,818.94,High income,22.4
1494,TUN,2010,6.54360565,Tunisia,Middle East & North Africa,270.94,Lower middle income,17.4
1495,TUR,2010,5.61321761,Turkey,Europe & Central Asia,565.87,Upper middle income,19.1
1496,TUV,2010,16.75279266,Tuvalu,East Asia & Pacific,547.32,Upper middle income,30.7
1497,TZA,2010,5.29671631,Tanzania,Sub-Saharan Africa,36.09,Low income,71.9
1498,UGA,2010,11.02478546,Uganda,Sub-Saharan Africa,65.33,Low income,81.0
1499,UKR,2010,7.80753352,Ukraine,Europe & Central Asia,233.45,Lower middle income,11.7
1500,URY,2010,8.62826624,Uruguay,Latin America & Caribbean,1030.06,High income,10.6
1501,USA,2010,17.016758199999998,United States,North America,8269.37,High income,7.3
1502,UZB,2010,5.34396144,Uzbekistan,Europe & Central Asia,75.74,Lower middle income,36.3
1503,VCT,2010,4.70791229,St. Vincent and the Grenadines,Latin America & Caribbean,293.45,Upper middle income,20.7
1504,VEN,2010,5.03666547,"Venezuela, RB",Latin America & Caribbean,684.06,Upper middle income,17.1
1505,VNM,2010,6.36084929,Vietnam,East Asia & Pacific,83.46,Lower middle income,23.3
1506,VUT,2010,4.71116665,Vanuatu,East Asia & Pacific,139.72,Lower middle income,29.2
1507,WSM,2010,5.70478027,Samoa,East Asia & Pacific,201.42,Upper middle income,18.9
1508,YEM,2010,5.17144739,"Yemen, Rep.",Middle East & North Africa,67.75,Lower middle income,56.3
1509,ZAF,2010,8.5041601,South Africa,Sub-Saharan Africa,618.35,Upper middle income,53.7
1510,ZMB,2010,4.40728156,Zambia,Sub-Saharan Africa,64.18,Lower middle income,83.1
1511,ZWE,2010,5.37316536,Zimbabwe,Sub-Saharan Africa,36.36,Low income,89.9
1512,AFG,2011,7.87199189,Afghanistan,South Asia,52.38,Low income,86.4
1513,AGO,2011,3.3795827000000003,Angola,Sub-Saharan Africa,160.36,Lower middle income,111.0
1514,ALB,2011,5.71466526,Albania,Europe & Central Asia,255.26,Upper middle income,16.0
1515,AND,2011,6.70379149,Andorra,Europe & Central Asia,2794.5,High income,3.2
1516,ARE,2011,3.7038587,United Arab Emirates,Middle East & North Africa,1473.34,High income,8.3
1517,ARG,2011,5.89274265,Argentina,Latin America & Caribbean,795.75,Upper middle income,13.9
1518,ARM,2011,3.71354097,Armenia,Europe & Central Asia,127.01,Lower middle income,17.2
1519,ATG,2011,5.64852918,Antigua and Barbuda,Latin America & Caribbean,724.02,High income,9.9
1520,AUS,2011,9.19934655,Australia,East Asia & Pacific,6368.42,High income,4.6
1521,AUT,2011,10.93557307,Austria,Europe & Central Asia,5431.67,High income,4.2
1522,AZE,2011,5.00932503,Azerbaijan,Europe & Central Asia,358.26,Upper middle income,37.4
1523,BDI,2011,8.57801472,Burundi,Sub-Saharan Africa,20.77,Low income,89.1
1524,BEL,2011,10.42349563,Belgium,Europe & Central Asia,4864.15,High income,4.4
1525,BEN,2011,5.36875255,Benin,Sub-Saharan Africa,40.02,Low income,109.2
1526,BFA,2011,5.16945672,Burkina Faso,Sub-Saharan Africa,34.42,Low income,109.6
1527,BGD,2011,3.1558740000000003,Bangladesh,South Asia,25.41,Lower middle income,46.5
1528,BGR,2011,6.88297734,Bulgaria,Europe & Central Asia,532.5,Upper middle income,10.4
1529,BHR,2011,3.40195337,Bahrain,Middle East & North Africa,756.55,High income,8.3
1530,BHS,2011,7.63371738,"Bahamas, The",Latin America & Caribbean,1642.39,High income,13.2
1531,BIH,2011,9.71201831,Bosnia and Herzegovina,Europe & Central Asia,472.11,Upper middle income,6.6
1532,BLR,2011,4.92365904,Belarus,Europe & Central Asia,293.12,Upper middle income,5.1
1533,BLZ,2011,5.60522062,Belize,Latin America & Caribbean,253.19,Upper middle income,18.2
1534,BOL,2011,5.49176327,Bolivia,Latin America & Caribbean,132.83,Lower middle income,44.6
1535,BRA,2011,8.0901717,Brazil,Latin America & Caribbean,1055.14,Upper middle income,18.9
1536,BRB,2011,6.66975378,Barbados,Latin America & Caribbean,1035.87,High income,13.9
1537,BRN,2011,2.24592919,Brunei Darussalam,East Asia & Pacific,938.48,High income,10.4
1538,BTN,2011,4.73145771,Bhutan,South Asia,117.61,Lower middle income,40.4
1539,BWA,2011,5.24916763,Botswana,Sub-Saharan Africa,384.13,Upper middle income,51.7
1540,CAF,2011,3.73272849,Central African Republic,Sub-Saharan Africa,18.09,Low income,145.2
1541,CAN,2011,10.82129629,Canada,North America,5665.42,High income,5.5
1542,CHE,2011,11.21213823,Switzerland,Europe & Central Asia,9386.51,High income,4.5
1543,CHL,2011,7.00457914,Chile,Latin America & Caribbean,1023.22,High income,8.6
1544,CHN,2011,5.02886408,China,East Asia & Pacific,279.48,Upper middle income,14.6
1545,CIV,2011,6.42052546,Cote d'Ivoire,Sub-Saharan Africa,79.09,Lower middle income,107.7
1546,CMR,2011,3.96167517,Cameroon,Sub-Saharan Africa,49.87,Lower middle income,102.5
1547,COD,2011,3.53486147,"Congo, Dem. Rep.",Sub-Saharan Africa,12.38,Low income,111.7
1548,COG,2011,2.79015169,"Congo, Rep.",Sub-Saharan Africa,96.35,Lower middle income,61.3
1549,COL,2011,6.63578902,Colombia,Latin America & Caribbean,479.62,Upper middle income,18.0
1550,COM,2011,6.09705013,Comoros,Sub-Saharan Africa,49.93,Low income,85.5
1551,CPV,2011,4.5981957,Cabo Verde,Sub-Saharan Africa,173.17,Lower middle income,25.7
1552,CRI,2011,9.72939981,Costa Rica,Latin America & Caribbean,872.11,Upper middle income,10.1
1553,CUB,2011,10.59691898,Cuba,Latin America & Caribbean,645.63,Upper middle income,6.0
1554,CYP,2011,7.53731961,Cyprus,Europe & Central Asia,2235.67,High income,3.4
1555,CZE,2011,7.50106056,Czech Republic,Europe & Central Asia,1545.57,High income,3.2
1556,DEU,2011,10.93273699,Germany,Europe & Central Asia,5025.25,High income,4.1
1557,DJI,2011,8.71121911,Djibouti,Middle East & North Africa,128.23,Lower middle income,74.4
1558,DMA,2011,5.63311849,Dominica,Latin America & Caribbean,401.19,Upper middle income,24.2
1559,DNK,2011,10.86554541,Denmark,Europe & Central Asia,6522.13,High income,4.1
1560,DOM,2011,4.21893383,Dominican Republic,Latin America & Caribbean,244.15,Upper middle income,33.9
1561,DZA,2011,5.29292834,Algeria,Middle East & North Africa,286.97,Upper middle income,26.6
1562,ECU,2011,5.9151677000000005,Ecuador,Latin America & Caribbean,308.97,Upper middle income,24.4
1563,EGY,2011,5.03966667,"Egypt, Arab Rep.",Middle East & North Africa,139.0,Lower middle income,27.9
1564,ERI,2011,3.06088999,Eritrea,Sub-Saharan Africa,16.67,Low income,53.1
1565,ESP,2011,9.47835693,Spain,Europe & Central Asia,2954.25,High income,3.7
1566,EST,2011,5.8320426,Estonia,Europe & Central Asia,988.1,High income,4.2
1567,ETH,2011,6.54770287,Ethiopia,Sub-Saharan Africa,22.21,Low income,76.2
1568,FIN,2011,9.01149493,Finland,Europe & Central Asia,4398.94,High income,2.9
1569,FJI,2011,4.05573589,Fiji,East Asia & Pacific,170.51,Upper middle income,23.9
1570,FRA,2011,11.33488998,France,Europe & Central Asia,4993.72,High income,4.2
1571,FSM,2011,13.75699709,"Micronesia, Fed. Sts.",East Asia & Pacific,410.81,Lower middle income,38.8
1572,GAB,2011,3.12257014,Gabon,Sub-Saharan Africa,353.0,Upper middle income,61.0
1573,GBR,2011,9.33870027,United Kingdom,Europe & Central Asia,3648.95,High income,5.0
1574,GEO,2011,9.38218863,Georgia,Europe & Central Asia,323.43,Lower middle income,15.3
1575,GHA,2011,4.80741948,Ghana,Sub-Saharan Africa,76.3,Lower middle income,71.7
1576,GIN,2011,4.73099737,Guinea,Sub-Saharan Africa,21.18,Low income,105.6
1577,GMB,2011,6.24125427,"Gambia, The",Sub-Saharan Africa,32.27,Low income,77.4
1578,GNB,2011,5.45611123,Guinea-Bissau,Sub-Saharan Africa,35.98,Low income,108.5
1579,GNQ,2011,3.29221335,Equatorial Guinea,Sub-Saharan Africa,688.82,Upper middle income,107.0
1580,GRC,2011,9.77188991,Greece,Europe & Central Asia,2528.39,High income,3.9
1581,GRD,2011,6.34947937,Grenada,Latin America & Caribbean,470.47,Upper middle income,14.7
1582,GTM,2011,6.28384359,Guatemala,Latin America & Caribbean,198.98,Lower middle income,34.1
1583,GUY,2011,6.79708665,Guyana,Latin America & Caribbean,231.69,Upper middle income,36.9
1584,HND,2011,8.56802118,Honduras,Latin America & Caribbean,199.1,Lower middle income,22.5
1585,HRV,2011,7.79909419,Croatia,Europe & Central Asia,1131.67,Upper middle income,5.3
1586,HTI,2011,10.41487851,Haiti,Latin America & Caribbean,76.73,Low income,77.2
1587,HUN,2011,7.84003067,Hungary,Europe & Central Asia,1098.71,High income,5.8
1588,IDN,2011,2.7131642999999994,Indonesia,East Asia & Pacific,98.97,Lower middle income,31.9
1589,IND,2011,4.33115071,India,South Asia,65.71,Lower middle income,55.9
1590,IRL,2011,8.14533747,Ireland,Europe & Central Asia,4309.72,High income,4.1
1591,IRN,2011,7.12442249,"Iran, Islamic Rep.",Middle East & North Africa,545.23,Upper middle income,18.4
1592,IRQ,2011,3.31821307,Iraq,Middle East & North Africa,164.05,Upper middle income,36.0
1593,ISL,2011,8.65326311,Iceland,Europe & Central Asia,3985.0,High income,2.5
1594,ISR,2011,7.39438605,Israel,Middle East & North Africa,2460.5,High income,4.4
1595,ITA,2011,9.27499911,Italy,Europe & Central Asia,3559.5,High income,3.9
1596,JAM,2011,5.21156436,Jamaica,Latin America & Caribbean,273.31,Upper middle income,17.7
1597,JOR,2011,8.38611431,Jordan,Middle East & North Africa,357.76,Lower middle income,20.5
1598,JPN,2011,10.07184997,Japan,East Asia & Pacific,4654.23,High income,3.4
1599,KAZ,2011,4.05524966,Kazakhstan,Europe & Central Asia,460.55,Upper middle income,19.3
1600,KEN,2011,5.2314281,Kenya,Sub-Saharan Africa,52.99,Lower middle income,59.8
1601,KGZ,2011,6.17973864,Kyrgyz Republic,Europe & Central Asia,69.08,Lower middle income,27.8
1602,KHM,2011,5.64142819,Cambodia,East Asia & Pacific,49.6,Lower middle income,41.1
1603,KIR,2011,10.42241736,Kiribati,East Asia & Pacific,171.54,Lower middle income,61.5
1604,KNA,2011,5.88112635,St. Kitts and Nevis,Latin America & Caribbean,807.91,High income,11.4
1605,KOR,2011,6.83252287,"Korea, Rep.",East Asia & Pacific,1650.46,High income,4.0
1606,KWT,2011,2.61661289,Kuwait,Middle East & North Africa,1244.3,High income,10.4
1607,LAO,2011,2.19661784,Lao PDR,East Asia & Pacific,27.81,Lower middle income,76.0
1608,LBN,2011,7.12492597,Lebanon,Middle East & North Africa,621.85,Upper middle income,9.8
1609,LBR,2011,11.23228864,Liberia,Sub-Saharan Africa,42.34,Low income,84.6
1610,LBY,2011,4.77000711,Libya,Middle East & North Africa,307.86,Upper middle income,17.5
1611,LCA,2011,7.58420617,St. Lucia,Latin America & Caribbean,545.53,Upper middle income,15.1
1612,LKA,2011,3.2814775000000003,Sri Lanka,South Asia,95.59,Lower middle income,10.9
1613,LSO,2011,11.78852824,Lesotho,Sub-Saharan Africa,146.32,Lower middle income,98.0
1614,LTU,2011,6.85596808,Lithuania,Europe & Central Asia,967.81,High income,5.5
1615,LUX,2011,7.340916900000001,Luxembourg,Europe & Central Asia,8333.58,High income,2.8
1616,LVA,2011,6.09974017,Latvia,Europe & Central Asia,827.44,High income,7.3
1617,MAR,2011,5.98875179,Morocco,Middle East & North Africa,182.64,Lower middle income,32.3
1618,MCO,2011,4.19310875,Monaco,Europe & Central Asia,6865.22,High income,3.9
1619,MDA,2011,10.61121439,Moldova,Europe & Central Asia,209.53,Lower middle income,17.0
1620,MDG,2011,4.2355947,Madagascar,Sub-Saharan Africa,19.33,Low income,58.7
1621,MDV,2011,8.11412868,Maldives,South Asia,589.64,Upper middle income,12.0
1622,MEX,2011,6.04343893,Mexico,Latin America & Caribbean,615.1,Upper middle income,16.8
1623,MHL,2011,17.18970115,Marshall Islands,East Asia & Pacific,566.0,Upper middle income,39.0
1624,MKD,2011,6.61114716,"Macedonia, FYR",Europe & Central Asia,336.33,Upper middle income,10.2
1625,MLI,2011,6.58863181,Mali,Sub-Saharan Africa,45.61,Low income,131.3
1626,MLT,2011,9.59870689,Malta,Middle East & North Africa,2222.48,High income,6.9
1627,MMR,2011,1.86845552,Myanmar,East Asia & Pacific,19.07,Lower middle income,61.8
1628,MNE,2011,6.92483198,Montenegro,Europe & Central Asia,500.42,Upper middle income,6.1
1629,MNG,2011,4.45434197,Mongolia,East Asia & Pacific,168.06,Lower middle income,24.0
1630,MOZ,2011,6.23470157,Mozambique,Sub-Saharan Africa,32.89,Low income,95.3
1631,MRT,2011,2.86968767,Mauritania,Sub-Saharan Africa,39.92,Lower middle income,94.6
1632,MUS,2011,5.02482988,Mauritius,Sub-Saharan Africa,451.21,Upper middle income,14.9
1633,MWI,2011,11.67225735,Malawi,Sub-Saharan Africa,43.14,Low income,83.2
1634,MYS,2011,3.88778674,Malaysia,East Asia & Pacific,393.67,Upper middle income,7.9
1635,NAM,2011,8.78046547,Namibia,Sub-Saharan Africa,486.47,Upper middle income,54.0
1636,NER,2011,6.66032034,Niger,Sub-Saharan Africa,25.2,Low income,115.8
1637,NGA,2011,3.68701062,Nigeria,Sub-Saharan Africa,93.23,Lower middle income,124.6
1638,NIC,2011,6.39394228,Nicaragua,Latin America & Caribbean,107.4,Lower middle income,23.6
1639,NLD,2011,10.52716599,Netherlands,Europe & Central Asia,5649.2,High income,4.3
1640,NOR,2011,9.13551098,Norway,Europe & Central Asia,9249.83,High income,3.1
1641,NPL,2011,6.72915248,Nepal,South Asia,45.72,Low income,44.6
1642,NRU,2011,7.66603943,Nauru,East Asia & Pacific,655.53,Upper middle income,38.9
1643,NZL,2011,11.24147297,New Zealand,East Asia & Pacific,4251.4,High income,6.1
1644,OMN,2011,2.49265722,Oman,Middle East & North Africa,539.86,High income,11.5
1645,PAK,2011,3.00636984,Pakistan,South Asia,36.66,Lower middle income,90.1
1646,PAN,2011,7.50141666,Panama,Latin America & Caribbean,677.83,Upper middle income,19.1
1647,PER,2011,4.92714048,Peru,Latin America & Caribbean,282.45,Upper middle income,19.2
1648,PHL,2011,4.28992635,Philippines,East Asia & Pacific,101.75,Lower middle income,31.1
1649,PLW,2011,9.29484695,Palau,East Asia & Pacific,978.83,High income,18.7
1650,PNG,2011,4.94295908,Papua New Guinea,East Asia & Pacific,90.89,Lower middle income,63.3
1651,POL,2011,6.702379799999999,Poland,Europe & Central Asia,931.05,High income,5.7
1652,PRT,2011,10.06864127,Portugal,Europe & Central Asia,2332.35,High income,3.8
1653,PRY,2011,9.423556199999998,Paraguay,Latin America & Caribbean,375.81,Upper middle income,23.3
1654,QAT,2011,1.92658264,Qatar,Middle East & North Africa,1716.89,High income,8.9
1655,ROU,2011,5.52618204,Romania,Europe & Central Asia,507.68,Upper middle income,11.0
1656,RUS,2011,6.61180659,Russian Federation,Europe & Central Asia,879.6,Upper middle income,9.5
1657,RWA,2011,7.71014085,Rwanda,Sub-Saharan Africa,46.79,Low income,56.6
1658,SAU,2011,3.56571403,Saudi Arabia,Middle East & North Africa,829.25,High income,15.2
1659,SDN,2011,8.02944311,Sudan,Sub-Saharan Africa,120.34,Lower middle income,74.7
1660,SEN,2011,4.41690185,Senegal,Sub-Saharan Africa,47.75,Low income,62.6
1661,SGP,2011,3.93233174,Singapore,East Asia & Pacific,2086.14,High income,2.8
1662,SLB,2011,5.08309566,Solomon Islands,East Asia & Pacific,83.81,Lower middle income,27.8
1663,SLE,2011,11.98498249,Sierra Leone,Sub-Saharan Africa,59.47,Low income,149.8
1664,SLV,2011,6.8080665,El Salvador,Latin America & Caribbean,260.16,Lower middle income,18.3
1665,SMR,2011,5.71712772,San Marino,Europe & Central Asia,3800.55,High income,3.3
1666,SRB,2011,9.72329413,Serbia,Europe & Central Asia,627.95,Upper middle income,7.4
1667,STP,2011,5.44255012,Sao Tome and Principe,Sub-Saharan Africa,81.22,Lower middle income,42.9
1668,SUR,2011,5.93024378,Suriname,Latin America & Caribbean,501.12,Upper middle income,23.3
1669,SVK,2011,7.95706221,Slovak Republic,Europe & Central Asia,1414.97,High income,6.8
1670,SVN,2011,9.0771408,Slovenia,Europe & Central Asia,2225.15,High income,3.0
1671,SWE,2011,11.70251308,Sweden,Europe & Central Asia,6662.3,High income,3.0
1672,SWZ,2011,8.61329306,Swaziland,Sub-Saharan Africa,270.44,Lower middle income,84.1
1673,SYC,2011,3.38253043,Seychelles,Sub-Saharan Africa,384.3,High income,14.5
1674,SYR,2011,3.23254125,Syrian Arab Republic,Middle East & North Africa,85.53,Lower middle income,16.5
1675,TCD,2011,3.16873244,Chad,Sub-Saharan Africa,31.32,Low income,145.7
